"timestamp","app","event_type","key"
"2025-11-01T12:38:03.298310","Google Chrome","click","left"
"2025-11-01T12:38:05.535981","Google Chrome","keystroke","shift"
"2025-11-01T12:38:05.559368","Google Chrome","keystroke","cmd"
"2025-11-01T12:38:06.094934","Google Chrome","keystroke","5"
"2025-11-01T12:38:09.465594","Google Chrome","click","left"
"2025-11-01T12:38:13.665052","Google Chrome","click","left"
"2025-11-01T12:38:17.482497","Google Chrome","click","left"
"2025-11-01T12:38:23.635805","Google Chrome","keystroke","shift"
"2025-11-01T12:38:23.669049","Google Chrome","keystroke","cmd"
"2025-11-01T12:38:24.086394","Google Chrome","keystroke","5"
"2025-11-01T12:38:24.948491","Google Chrome","click","left"
"2025-11-01T12:38:29.132347","Google Chrome","click","left"
"2025-11-01T12:38:31.248732","Google Chrome","click","left"
"2025-11-01T12:38:34.334462","Google Chrome","keystroke","cmd"
"2025-11-01T12:38:34.390119","Google Chrome","keystroke","shift"
"2025-11-01T12:38:34.709407","Google Chrome","keystroke","5"
"2025-11-01T12:38:36.348323","Google Chrome","click","left"
"2025-11-01T12:38:39.031544","Google Chrome","click","left"
"2025-11-01T12:38:41.498920","Google Chrome","click","left"
"2025-11-01T12:38:46.784885","Google Chrome","keystroke","shift"
"2025-11-01T12:38:46.810033","Google Chrome","keystroke","cmd"
"2025-11-01T12:38:47.151141","Google Chrome","keystroke","5"
"2025-11-01T12:38:48.682095","Google Chrome","click","left"
"2025-11-01T12:38:51.281926","Google Chrome","click","left"
"2025-11-01T12:38:55.482194","Google Chrome","click","left"
"2025-11-01T12:39:02.400221","Terminal","click","left"
"2025-11-01T12:39:03.285298","Finder","click","right"
"2025-11-01T12:39:05.098508","Finder","click","left"
"2025-11-01T12:39:06.515828","Finder","click","left"
"2025-11-01T12:39:07.531719","Finder","click","left"
"2025-11-01T12:39:08.248564","Finder","click","left"
"2025-11-01T12:39:08.514807","Finder","keystroke","space"
"2025-11-01T12:39:09.218153","Finder","keystroke","space"
"2025-11-01T12:39:09.957471","Finder","keystroke","enter"
"2025-11-01T12:39:10.642412","Finder","keystroke","b"
"2025-11-01T12:39:10.747793","Finder","keystroke","l"
"2025-11-01T12:39:10.951166","Finder","keystroke","u"
"2025-11-01T12:39:11.124101","Finder","keystroke","e"
"2025-11-01T12:39:11.404350","Finder","keystroke","backspace"
"2025-11-01T12:39:11.549413","Finder","keystroke","backspace"
"2025-11-01T12:39:11.675932","Finder","keystroke","backspace"
"2025-11-01T12:39:12.392765","Finder","keystroke","p"
"2025-11-01T12:39:12.644038","Finder","keystroke","-"
"2025-11-01T12:39:13.462755","Finder","keystroke","t"
"2025-11-01T12:39:13.606412","Finder","keystroke","i"
"2025-11-01T12:39:13.796303","Finder","keystroke","c"
"2025-11-01T12:39:13.915779","Finder","keystroke","k"
"2025-11-01T12:39:14.015697","Finder","keystroke","e"
"2025-11-01T12:39:14.191275","Finder","keystroke","r"
"2025-11-01T12:39:14.331956","Finder","keystroke","s"
"2025-11-01T12:39:14.737031","Finder","keystroke","enter"
"2025-11-01T12:39:15.748981","Finder","click","left"
"2025-11-01T12:39:15.995949","Finder","keystroke","space"
"2025-11-01T12:39:16.422641","Finder","keystroke","space"
"2025-11-01T12:39:16.666950","Finder","keystroke","enter"
"2025-11-01T12:39:17.344160","Finder","keystroke","b"
"2025-11-01T12:39:17.642185","Finder","keystroke","p"
"2025-11-01T12:39:17.888860","Finder","keystroke","-"
"2025-11-01T12:39:18.418247","Finder","keystroke","u"
"2025-11-01T12:39:18.802749","Finder","keystroke","w"
"2025-11-01T12:39:19.015991","Finder","keystroke","a"
"2025-11-01T12:39:19.162137","Finder","keystroke","l"
"2025-11-01T12:39:19.282430","Finder","keystroke","l"
"2025-11-01T12:39:19.423857","Finder","keystroke","enter"
"2025-11-01T12:39:20.348608","Finder","click","left"
"2025-11-01T12:39:20.521321","Finder","keystroke","space"
"2025-11-01T12:39:21.419491","Finder","keystroke","space"
"2025-11-01T12:39:21.697679","Finder","keystroke","enter"
"2025-11-01T12:39:22.240311","Finder","keystroke","b"
"2025-11-01T12:39:22.522787","Finder","keystroke","p"
"2025-11-01T12:39:22.926855","Finder","keystroke","-"
"2025-11-01T12:39:23.273860","Finder","keystroke","r"
"2025-11-01T12:39:23.677948","Finder","keystroke","0"
"2025-11-01T12:39:24.381591","Finder","keystroke","5"
"2025-11-01T12:39:24.956996","Finder","keystroke","enter"
"2025-11-01T12:39:27.494896","Finder","keystroke","enter"
"2025-11-01T12:39:28.732074","Finder","click","left"
"2025-11-01T12:39:29.284251","Finder","keystroke","enter"
"2025-11-01T12:39:29.771509","Finder","keystroke","enter"
"2025-11-01T12:39:30.130994","Finder","keystroke","space"
"2025-11-01T12:39:30.781049","Finder","keystroke","space"
"2025-11-01T12:39:30.970956","Finder","keystroke","enter"
"2025-11-01T12:39:32.160833","Finder","keystroke","b"
"2025-11-01T12:39:32.711989","Finder","keystroke","p"
"2025-11-01T12:39:32.938003","Finder","keystroke","-"
"2025-11-01T12:39:33.868145","Finder","keystroke","u"
"2025-11-01T12:39:34.158686","Finder","keystroke","w"
"2025-11-01T12:39:34.345176","Finder","keystroke","a"
"2025-11-01T12:39:34.471067","Finder","keystroke","l"
"2025-11-01T12:39:34.615381","Finder","keystroke","l"
"2025-11-01T12:39:35.419580","Finder","keystroke","2"
"2025-11-01T12:39:36.028816","Finder","keystroke","enter"
"2025-11-01T12:39:37.115317","Finder","click","left"
"2025-11-01T12:39:37.549603","Finder","keystroke","enter"
"2025-11-01T12:39:38.576972","Finder","keystroke","right"
"2025-11-01T12:39:38.851875","Finder","keystroke","1"
"2025-11-01T12:39:39.108665","Finder","keystroke","enter"
"2025-11-01T12:39:39.965470","Finder","click","left"
"2025-11-01T12:39:40.366342","Finder","keystroke","space"
"2025-11-01T12:39:40.873004","Finder","keystroke","space"
"2025-11-01T12:39:41.234269","Finder","keystroke","enter"
"2025-11-01T12:39:41.928522","Finder","keystroke","b"
"2025-11-01T12:39:42.514282","Finder","keystroke","p"
"2025-11-01T12:39:42.775397","Finder","keystroke","-"
"2025-11-01T12:39:43.588319","Finder","keystroke","r"
"2025-11-01T12:39:43.756471","Finder","keystroke","m"
"2025-11-01T12:39:44.166182","Finder","keystroke","backspace"
"2025-11-01T12:39:45.049192","Finder","keystroke","0"
"2025-11-01T12:39:45.260450","Finder","keystroke","1"
"2025-11-01T12:39:46.337353","Finder","keystroke","a"
"2025-11-01T12:39:46.731494","Finder","keystroke","enter"
"2025-11-01T12:39:47.531629","Finder","click","left"
"2025-11-01T12:39:47.800237","Finder","keystroke","space"
"2025-11-01T12:39:48.333341","Finder","keystroke","space"
"2025-11-01T12:39:48.694048","Finder","keystroke","enter"
"2025-11-01T12:39:49.480315","Finder","keystroke","b"
"2025-11-01T12:39:49.738532","Finder","keystroke","p"
"2025-11-01T12:39:50.067232","Finder","keystroke","-"
"2025-11-01T12:39:50.658364","Finder","keystroke","r"
"2025-11-01T12:39:51.138436","Finder","keystroke","0"
"2025-11-01T12:39:51.498509","Finder","keystroke","1"
"2025-11-01T12:39:52.582489","Finder","keystroke","b"
"2025-11-01T12:39:53.373840","Finder","keystroke","enter"
"2025-11-01T12:39:54.781611","Finder","click","left"
"2025-11-01T12:39:56.498474","Finder","click","left"
"2025-11-01T12:39:57.124645","Finder","keystroke","enter"
"2025-11-01T12:39:57.725714","Finder","keystroke","right"
"2025-11-01T12:39:57.990779","Finder","keystroke","backspace"
"2025-11-01T12:39:58.629390","Finder","keystroke","-"
"2025-11-01T12:39:58.949736","Finder","keystroke","h"
"2025-11-01T12:39:59.174289","Finder","keystroke","e"
"2025-11-01T12:39:59.346538","Finder","keystroke","r"
"2025-11-01T12:39:59.760269","Finder","keystroke","o"
"2025-11-01T12:40:00.055165","Finder","keystroke","shift_r"
"2025-11-01T12:40:00.706966","Finder","keystroke","up"
"2025-11-01T12:40:01.487492","Finder","keystroke","enter"
"2025-11-01T12:40:01.925932","Finder","keystroke","up"
"2025-11-01T12:40:02.427297","Finder","keystroke","enter"
"2025-11-01T12:40:03.628269","Finder","keystroke","right"
"2025-11-01T12:40:04.041463","Finder","keystroke","\"
"2025-11-01T12:40:04.044164","Finder","keystroke","backspace"
"2025-11-01T12:40:04.392010","Finder","keystroke","backspace"
"2025-11-01T12:40:05.154389","Finder","keystroke","-"
"2025-11-01T12:40:06.881827","Finder","keystroke","c"
"2025-11-01T12:40:07.006144","Finder","keystroke","o"
"2025-11-01T12:40:07.147485","Finder","keystroke","r"
"2025-11-01T12:40:07.300126","Finder","keystroke","a"
"2025-11-01T12:40:07.429798","Finder","keystroke","l"
"2025-11-01T12:40:08.256651","Finder","keystroke","backspace"
"2025-11-01T12:40:08.409132","Finder","keystroke","backspace"
"2025-11-01T12:40:08.533476","Finder","keystroke","backspace"
"2025-11-01T12:40:08.658417","Finder","keystroke","backspace"
"2025-11-01T12:40:08.791192","Finder","keystroke","backspace"
"2025-11-01T12:40:09.373426","Finder","keystroke","2"
"2025-11-01T12:40:09.622977","Finder","keystroke","enter"
"2025-11-01T12:40:12.129885","Finder","keystroke","\"
"2025-11-01T12:41:44.800263","Finder","click","left"
"2025-11-01T12:41:46.486624","Finder","keystroke","shift_r"
"2025-11-01T12:41:46.850609","Finder","click","left"
"2025-11-01T12:41:50.869899","Finder","click","left"
"2025-11-01T12:41:52.181604","Finder","click","left"
"2025-11-01T12:41:52.765050","Finder","click","left"
"2025-11-01T12:41:53.631734","Finder","click","left"
"2025-11-01T12:41:54.566113","Finder","click","left"
"2025-11-01T12:41:57.382280","Finder","click","left"
"2025-11-01T12:41:58.932049","Finder","click","left"
"2025-11-01T12:42:01.114869","Finder","click","left"
"2025-11-01T12:42:01.799669","Finder","click","left"
"2025-11-01T12:42:06.348803","Code","click","left"
"2025-11-01T12:42:07.369207","Code","keystroke","b"
"2025-11-01T12:42:08.026120","Code","keystroke","p"
"2025-11-01T12:42:08.344356","Code","keystroke","-"
"2025-11-01T12:42:10.415400","Code","click","left"
"2025-11-01T12:42:11.281918","Code","click","left"
"2025-11-01T12:42:12.951889","Code","keystroke","."
"2025-11-01T12:42:13.386756","Code","keystroke","j"
"2025-11-01T12:42:13.605694","Code","keystroke","p"
"2025-11-01T12:42:13.881477","Code","keystroke","g"
"2025-11-01T12:42:14.915038","Code","click","left"
"2025-11-01T12:42:15.148282","Code","click","left"
"2025-11-01T12:42:15.331670","Code","click","left"
"2025-11-01T12:42:16.025794","Code","keystroke","."
"2025-11-01T12:42:16.426890","Code","keystroke","p"
"2025-11-01T12:42:16.665070","Code","keystroke","n"
"2025-11-01T12:42:16.883975","Code","keystroke","g"
"2025-11-01T12:42:18.448741","Code","click","left"
"2025-11-01T12:42:19.031695","Code","click","left"
"2025-11-01T12:42:19.514935","Code","click","left"
"2025-11-01T12:42:19.965649","Code","click","left"
"2025-11-01T12:42:20.581919","Code","click","left"
"2025-11-01T12:42:25.448546","Code","click","left"
"2025-11-01T12:42:27.353289","Code","keystroke","b"
"2025-11-01T12:42:27.684657","Code","keystroke","p"
"2025-11-01T12:42:28.288443","Code","keystroke","right"
"2025-11-01T12:42:28.498109","Code","keystroke","right"
"2025-11-01T12:42:28.745404","Code","keystroke","backspace"
"2025-11-01T12:42:29.498865","Code","keystroke","r"
"2025-11-01T12:42:29.955332","Code","keystroke","0"
"2025-11-01T12:42:31.066539","Code","keystroke","5"
"2025-11-01T12:42:33.698424","Code","click","left"
"2025-11-01T12:42:35.118331","Code","keystroke","cmd"
"2025-11-01T12:42:35.313368","Code","keystroke","c"
"2025-11-01T12:42:36.815630","Code","click","left"
"2025-11-01T12:42:38.315446","Code","keystroke","cmd"
"2025-11-01T12:42:38.530689","Code","keystroke","v"
"2025-11-01T12:42:39.206788","Code","keystroke","backspace"
"2025-11-01T12:42:42.253772","Code","keystroke","backspace"
"2025-11-01T12:42:43.448372","Code","keystroke","backspace"
"2025-11-01T12:42:43.758601","Code","keystroke","u"
"2025-11-01T12:42:44.182337","Code","keystroke","w"
"2025-11-01T12:42:44.391256","Code","keystroke","a"
"2025-11-01T12:42:44.715624","Code","keystroke","l"
"2025-11-01T12:42:44.902417","Code","keystroke","l"
"2025-11-01T12:42:45.891190","Code","keystroke","2"
"2025-11-01T12:43:03.415992","Code","click","left"
"2025-11-01T12:43:04.704435","Code","keystroke","cmd"
"2025-11-01T12:43:04.868061","Code","keystroke","c"
"2025-11-01T12:43:06.215207","Code","click","left"
"2025-11-01T12:43:07.916448","Code","keystroke","cmd"
"2025-11-01T12:43:08.076206","Code","keystroke","v"
"2025-11-01T12:43:08.536096","Code","keystroke","backspace"
"2025-11-01T12:43:09.200652","Code","keystroke","1"
"2025-11-01T12:43:10.681989","Code","click","left"
"2025-11-01T12:43:12.044974","Code","keystroke","cmd"
"2025-11-01T12:43:12.280808","Code","keystroke","v"
"2025-11-01T12:43:13.998447","Code","click","left"
"2025-11-01T12:43:14.808445","Code","keystroke","r"
"2025-11-01T12:43:15.788538","Code","keystroke","0"
"2025-11-01T12:43:16.511576","Code","keystroke","1"
"2025-11-01T12:43:16.968720","Code","keystroke","-"
"2025-11-01T12:43:18.665405","Code","click","left"
"2025-11-01T12:43:21.451916","Code","keystroke","cmd"
"2025-11-01T12:43:21.663571","Code","keystroke","v"
"2025-11-01T12:43:22.527570","Code","keystroke","backspace"
"2025-11-01T12:43:22.723602","Code","keystroke","backspace"
"2025-11-01T12:43:22.935707","Code","keystroke","backspace"
"2025-11-01T12:43:23.117757","Code","keystroke","backspace"
"2025-11-01T12:43:23.285356","Code","keystroke","backspace"
"2025-11-01T12:43:23.707657","Code","keystroke","backspace"
"2025-11-01T12:43:24.388528","Code","keystroke","r"
"2025-11-01T12:43:24.942617","Code","keystroke","0"
"2025-11-01T12:43:26.716009","Code","keystroke","backspace"
"2025-11-01T12:43:26.925995","Code","keystroke","backspace"
"2025-11-01T12:43:27.501077","Code","keystroke","t"
"2025-11-01T12:43:27.723140","Code","keystroke","i"
"2025-11-01T12:43:27.961813","Code","keystroke","c"
"2025-11-01T12:43:28.253382","Code","keystroke","k"
"2025-11-01T12:43:28.594639","Code","keystroke","e"
"2025-11-01T12:43:28.741567","Code","keystroke","r"
"2025-11-01T12:43:28.938159","Code","keystroke","s"
"2025-11-01T12:43:29.449622","Code","keystroke","cmd"
"2025-11-01T12:43:29.714785","Code","keystroke","s"
"2025-11-01T12:43:32.749950","Google Chrome","click","left"
"2025-11-01T12:44:01.598647","Code","click","left"
"2025-11-01T12:44:03.272235","Code","keystroke","cmd"
"2025-11-01T12:44:03.884232","Code","keystroke","x"
"2025-11-01T12:44:05.765349","Code","click","left"
"2025-11-01T12:44:06.170886","Code","keystroke","enter"
"2025-11-01T12:44:06.352342","Code","keystroke","enter"
"2025-11-01T12:44:06.930183","Code","keystroke","up"
"2025-11-01T12:44:07.801206","Code","keystroke","cmd"
"2025-11-01T12:44:08.041902","Code","keystroke","v"
"2025-11-01T12:44:08.908122","Code","keystroke","cmd"
"2025-11-01T12:44:09.142833","Code","keystroke","s"
"2025-11-01T12:44:21.201023","Code","keystroke","cmd"
"2025-11-01T12:44:21.488971","Code","keystroke","z"
"2025-11-01T12:44:22.088436","Code","keystroke","z"
"2025-11-01T12:44:22.600501","Code","keystroke","z"
"2025-11-01T12:44:23.147792","Code","keystroke","z"
"2025-11-01T12:44:24.566809","Code","keystroke","cmd"
"2025-11-01T12:44:24.746212","Code","keystroke","x"
"2025-11-01T12:44:25.441875","Code","keystroke","backspace"
"2025-11-01T12:44:26.837266","Code","keystroke","backspace"
"2025-11-01T12:44:27.339761","Code","keystroke","up"
"2025-11-01T12:44:27.577640","Code","keystroke","up"
"2025-11-01T12:44:27.851500","Code","keystroke","up"
"2025-11-01T12:44:28.226777","Code","keystroke","enter"
"2025-11-01T12:44:28.431479","Code","keystroke","enter"
"2025-11-01T12:44:28.653435","Code","keystroke","up"
"2025-11-01T12:44:29.363807","Code","keystroke","cmd"
"2025-11-01T12:44:29.527726","Code","keystroke","v"
"2025-11-01T12:44:30.310633","Code","keystroke","cmd"
"2025-11-01T12:44:30.570417","Code","keystroke","s"
"2025-11-01T12:44:37.226995","Code","keystroke","cmd"
"2025-11-01T12:44:37.506685","Code","keystroke","z"
"2025-11-01T12:44:37.932361","Code","keystroke","z"
"2025-11-01T12:44:38.264288","Code","keystroke","z"
"2025-11-01T12:44:38.588478","Code","keystroke","z"
"2025-11-01T12:44:38.991614","Code","keystroke","z"
"2025-11-01T12:44:39.347858","Code","keystroke","z"
"2025-11-01T12:44:40.100667","Code","keystroke","cmd"
"2025-11-01T12:44:40.411045","Code","keystroke","s"
"2025-11-01T12:44:42.132797","Google Chrome","click","left"
"2025-11-01T12:44:51.348192","Code","click","left"
"2025-11-01T12:44:52.481441","Code","click","left"
"2025-11-01T12:44:52.948322","Code","click","left"
"2025-11-01T12:44:54.237580","Code","keystroke","cmd"
"2025-11-01T12:44:54.404608","Code","keystroke","c"
"2025-11-01T12:44:55.076893","Code","keystroke","down"
"2025-11-01T12:44:55.301022","Code","keystroke","down"
"2025-11-01T12:44:55.480524","Code","keystroke","down"
"2025-11-01T12:44:55.653880","Code","keystroke","down"
"2025-11-01T12:44:55.834541","Code","keystroke","down"
"2025-11-01T12:44:56.017325","Code","keystroke","down"
"2025-11-01T12:44:56.221583","Code","keystroke","down"
"2025-11-01T12:44:56.445828","Code","keystroke","down"
"2025-11-01T12:44:57.190880","Code","keystroke","enter"
"2025-11-01T12:44:57.370723","Code","keystroke","enter"
"2025-11-01T12:44:57.774316","Code","keystroke","up"
"2025-11-01T12:44:58.347837","Code","keystroke","cmd"
"2025-11-01T12:44:58.515773","Code","keystroke","v"
"2025-11-01T12:45:01.748703","Code","click","left"
"2025-11-01T12:45:03.114058","Code","keystroke","cmd"
"2025-11-01T12:45:03.292133","Code","keystroke","x"
"2025-11-01T12:45:04.199630","Code","keystroke","backspace"
"2025-11-01T12:45:05.698470","Code","click","left"
"2025-11-01T12:45:12.065258","Code","click","left"
"2025-11-01T12:45:13.882152","Code","click","left"
"2025-11-01T12:45:14.948304","Code","click","left"
"2025-11-01T12:45:15.404500","Code","keystroke","enter"
"2025-11-01T12:45:15.582726","Code","keystroke","enter"
"2025-11-01T12:45:16.091364","Code","keystroke","cmd"
"2025-11-01T12:45:16.294860","Code","keystroke","v"
"2025-11-01T12:45:17.582049","Code","click","left"
"2025-11-01T12:45:18.484629","Code","keystroke","cmd"
"2025-11-01T12:45:18.672233","Code","keystroke","c"
"2025-11-01T12:45:19.498494","Code","click","left"
"2025-11-01T12:45:19.868269","Code","keystroke","enter"
"2025-11-01T12:45:20.024091","Code","keystroke","enter"
"2025-11-01T12:45:20.485865","Code","keystroke","cmd"
"2025-11-01T12:45:20.649505","Code","keystroke","v"
"2025-11-01T12:45:21.183085","Code","keystroke","cmd"
"2025-11-01T12:45:21.395450","Code","keystroke","s"
"2025-11-01T12:45:37.715563","Code","click","left"
"2025-11-01T12:45:40.980836","Code","keystroke","cmd"
"2025-11-01T12:45:41.130832","Code","keystroke","x"
"2025-11-01T12:45:41.576003","Code","keystroke","backspace"
"2025-11-01T12:45:42.077633","Code","keystroke","backspace"
"2025-11-01T12:45:42.160764","Code","keystroke","backspace"
"2025-11-01T12:45:42.245105","Code","keystroke","backspace"
"2025-11-01T12:45:42.329330","Code","keystroke","backspace"
"2025-11-01T12:45:42.411873","Code","keystroke","backspace"
"2025-11-01T12:45:42.495927","Code","keystroke","backspace"
"2025-11-01T12:45:42.579227","Code","keystroke","backspace"
"2025-11-01T12:45:42.663373","Code","keystroke","backspace"
"2025-11-01T12:45:42.746813","Code","keystroke","backspace"
"2025-11-01T12:45:42.829323","Code","keystroke","backspace"
"2025-11-01T12:45:42.912199","Code","keystroke","backspace"
"2025-11-01T12:45:42.995264","Code","keystroke","backspace"
"2025-11-01T12:45:43.078231","Code","keystroke","backspace"
"2025-11-01T12:45:43.162452","Code","keystroke","backspace"
"2025-11-01T12:45:43.245677","Code","keystroke","backspace"
"2025-11-01T12:45:43.330137","Code","keystroke","backspace"
"2025-11-01T12:45:43.412231","Code","keystroke","backspace"
"2025-11-01T12:45:43.495447","Code","keystroke","backspace"
"2025-11-01T12:45:43.578764","Code","keystroke","backspace"
"2025-11-01T12:45:43.663620","Code","keystroke","backspace"
"2025-11-01T12:45:43.846903","Code","keystroke","backspace"
"2025-11-01T12:45:43.982025","Code","keystroke","backspace"
"2025-11-01T12:45:44.122142","Code","keystroke","backspace"
"2025-11-01T12:45:44.446466","Code","keystroke","backspace"
"2025-11-01T12:45:45.044091","Code","keystroke","up"
"2025-11-01T12:45:45.514517","Code","keystroke","down"
"2025-11-01T12:45:45.772838","Code","keystroke","down"
"2025-11-01T12:45:45.952801","Code","keystroke","down"
"2025-11-01T12:45:46.472757","Code","keystroke","up"
"2025-11-01T12:45:46.765597","Code","keystroke","backspace"
"2025-11-01T12:45:51.098899","Code","click","left"
"2025-11-01T12:45:51.448712","Code","keystroke","enter"
"2025-11-01T12:45:51.621427","Code","keystroke","enter"
"2025-11-01T12:45:52.079287","Code","keystroke","cmd"
"2025-11-01T12:45:52.254627","Code","keystroke","v"
"2025-11-01T12:46:02.598765","Google Chrome","click","left"
"2025-11-01T12:46:04.498362","Google Chrome","click","left"
"2025-11-01T12:46:06.688911","Google Chrome","click","left"
"2025-11-01T12:46:07.481445","Google Chrome","click","left"
"2025-11-01T12:46:07.936145","Google Chrome","click","left"
"2025-11-01T12:46:08.115436","Google Chrome","click","left"
"2025-11-01T12:46:08.281685","Google Chrome","click","left"
"2025-11-01T12:46:08.698337","Google Chrome","click","left"
"2025-11-01T12:46:09.579415","Google Chrome","keystroke","cmd"
"2025-11-01T12:46:09.800623","Google Chrome","keystroke","c"
"2025-11-01T12:46:13.915834","Code","click","left"
"2025-11-01T12:46:16.722902","Code","keystroke","cmd"
"2025-11-01T12:46:16.935422","Code","keystroke","v"
"2025-11-01T12:46:18.357399","Code","keystroke","cmd"
"2025-11-01T12:46:18.689012","Code","keystroke","s"
"2025-11-01T12:46:21.365511","Google Chrome","click","left"
"2025-11-01T12:46:24.582804","Google Chrome","click","left"
"2025-11-01T12:46:31.565407","Code","click","left"
"2025-11-01T12:46:33.348190","Code","click","left"
"2025-11-01T12:46:34.408311","Code","keystroke","right"
"2025-11-01T12:46:37.614968","Code","click","left"
"2025-11-01T12:46:38.545127","Code","keystroke","right"
"2025-11-01T12:46:39.170042","Code","keystroke","left"
"2025-11-01T12:46:43.582169","Code","click","left"
"2025-11-01T12:46:44.088111","Code","keystroke","backspace"
"2025-11-01T12:46:44.924476","Code","keystroke","cmd"
"2025-11-01T12:46:45.138795","Code","keystroke","s"
"2025-11-01T12:46:52.715150","Google Chrome","click","left"
"2025-11-01T12:47:02.598963","Google Chrome","click","left"
"2025-11-01T12:47:03.631292","Google Chrome","click","left"
"2025-11-01T12:47:04.664979","Google Chrome","click","left"
"2025-11-01T12:47:05.731662","Google Chrome","click","left"
"2025-11-01T12:47:06.682752","Google Chrome","click","left"
"2025-11-01T12:47:08.679835","Google Chrome","click","right"
"2025-11-01T12:47:10.298587","Google Chrome","click","left"
"2025-11-01T12:47:13.536161","Google Chrome","click","left"
"2025-11-01T12:47:15.715335","Google Chrome","click","left"
"2025-11-01T12:47:16.865642","Google Chrome","click","left"
"2025-11-01T12:47:17.798348","Google Chrome","click","left"
"2025-11-01T12:47:18.548265","Google Chrome","click","left"
"2025-11-01T12:47:19.497914","Google Chrome","click","left"
"2025-11-01T12:47:24.849108","Google Chrome","click","left"
"2025-11-01T12:47:25.681629","Google Chrome","click","left"
"2025-11-01T12:47:26.160257","Google Chrome","keystroke","backspace"
"2025-11-01T12:47:26.700973","Google Chrome","keystroke","3"
"2025-11-01T12:47:27.410807","Google Chrome","keystroke","enter"
"2025-11-01T12:47:31.849865","Google Chrome","click","left"
"2025-11-01T12:47:47.965726","Google Chrome","click","left"
"2025-11-01T12:47:56.399339","Google Chrome","click","left"
"2025-11-01T12:47:58.131933","Google Chrome","click","left"
"2025-11-01T12:47:59.531491","Google Chrome","click","left"
"2025-11-01T12:48:03.648847","Code","click","left"
"2025-11-01T12:48:04.154608","Code","keystroke","backspace"
"2025-11-01T12:48:04.333601","Code","keystroke","backspace"
"2025-11-01T12:48:04.503326","Code","keystroke","backspace"
"2025-11-01T12:48:04.680690","Code","keystroke","backspace"
"2025-11-01T12:48:05.313893","Code","keystroke","2"
"2025-11-01T12:48:05.865515","Code","keystroke","cmd"
"2025-11-01T12:48:06.081570","Code","keystroke","s"
"2025-11-01T12:48:16.116030","Code","click","left"
"2025-11-01T12:48:18.901052","Code","keystroke","shift"
"2025-11-01T12:48:19.396133","Code","keystroke","C"
"2025-11-01T12:48:19.837402","Code","keystroke","u"
"2025-11-01T12:48:20.109390","Code","keystroke","r"
"2025-11-01T12:48:20.459392","Code","keystroke","v"
"2025-11-01T12:48:20.770102","Code","keystroke","e"
"2025-11-01T12:48:21.044449","Code","keystroke","d"
"2025-11-01T12:48:21.268915","Code","keystroke","space"
"2025-11-01T12:48:21.994291","Code","keystroke","shift"
"2025-11-01T12:48:22.713641","Code","keystroke","L"
"2025-11-01T12:48:23.126211","Code","keystroke","E"
"2025-11-01T12:48:23.336864","Code","keystroke","D"
"2025-11-01T12:48:23.787946","Code","keystroke","space"
"2025-11-01T12:48:24.491424","Code","keystroke","f"
"2025-11-01T12:48:24.834394","Code","keystroke","l"
"2025-11-01T12:48:25.040246","Code","keystroke","o"
"2025-11-01T12:48:25.202200","Code","keystroke","o"
"2025-11-01T12:48:25.461668","Code","keystroke","r"
"2025-11-01T12:48:25.573066","Code","keystroke","space"
"2025-11-01T12:48:26.224286","Code","keystroke","shift_r"
"2025-11-01T12:48:26.556317","Code","keystroke","+"
"2025-11-01T12:48:26.811631","Code","keystroke","space"
"2025-11-01T12:48:27.232263","Code","keystroke","c"
"2025-11-01T12:48:27.473091","Code","keystroke","e"
"2025-11-01T12:48:27.826744","Code","keystroke","i"
"2025-11-01T12:48:28.063134","Code","keystroke","l"
"2025-11-01T12:48:28.304302","Code","keystroke","i"
"2025-11-01T12:48:28.484567","Code","keystroke","n"
"2025-11-01T12:48:28.697664","Code","keystroke","g"
"2025-11-01T12:48:28.853228","Code","keystroke","space"
"2025-11-01T12:48:29.114755","Code","keystroke","backspace"
"2025-11-01T12:48:33.168930","Code","keystroke","space"
"2025-11-01T12:48:35.080281","Code","keystroke","backspace"
"2025-11-01T12:48:35.656984","Code","keystroke","space"
"2025-11-01T12:48:36.037906","Code","keystroke","r"
"2025-11-01T12:48:36.345892","Code","keystroke","u"
"2025-11-01T12:48:36.581204","Code","keystroke","n"
"2025-11-01T12:48:36.755896","Code","keystroke","n"
"2025-11-01T12:48:36.934224","Code","keystroke","i"
"2025-11-01T12:48:37.096679","Code","keystroke","n"
"2025-11-01T12:48:37.304807","Code","keystroke","g"
"2025-11-01T12:48:37.420500","Code","keystroke","space"
"2025-11-01T12:48:38.072792","Code","keystroke","shift_r"
"2025-11-01T12:48:39.365068","Code","keystroke","T"
"2025-11-01T12:48:39.748238","Code","keystroke","o"
"2025-11-01T12:48:39.919576","Code","keystroke","u"
"2025-11-01T12:48:40.220154","Code","keystroke","c"
"2025-11-01T12:48:40.424916","Code","keystroke","h"
"2025-11-01T12:48:40.728062","Code","keystroke","backspace"
"2025-11-01T12:48:40.882989","Code","keystroke","backspace"
"2025-11-01T12:48:41.005524","Code","keystroke","backspace"
"2025-11-01T12:48:41.125471","Code","keystroke","backspace"
"2025-11-01T12:48:41.242135","Code","keystroke","backspace"
"2025-11-01T12:48:41.357414","Code","keystroke","backspace"
"2025-11-01T12:48:41.508090","Code","keystroke","backspace"
"2025-11-01T12:48:41.635790","Code","keystroke","backspace"
